Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788095226,100,,Aggregated,10.000000,0.000000,41,51,65,80,95,1000,1000,1300,1300,1300,1300,95,3,41,101.35540631660996,3.2663000019965693,1321.8139999953564,116.83157894736843
1788095227,100,,Aggregated,9.375000,0.000000,45,55,76,83,1000,2400,2400,2700,2700,2700,2700,109,3,45,230.339961468617,3.2663000019965693,2672.1190999960527,158.1743119266055
1788095228,100,,Aggregated,9.500000,0.300000,46,59,82,94,2400,3000,4000,4000,4000,4000,4000,115,3,46,402.0346686964014,3.2663000019965693,4017.677099996945,170.3217391304348
1788095229,100,,Aggregated,9.900000,0.300000,48,74,91,110,2700,3500,4000,4000,4000,4000,4000,136,5,48,514.6641000009207,3.2663000019965693,4017.677099996945,7782.051470588235
1788095230,100,,Aggregated,8.900000,0.300000,50,80,110,150,2700,3500,3500,4000,4000,4000,4000,153,8,50,519.8899424839171,3.2663000019965693,4017.677099996945,14414.856209150326
1788095231,100,,Aggregated,10.500000,0.500000,55,85,150,230,2700,3000,3500,4000,4000,4000,4000,171,14,55,555.1834070177855,3.2663000019965693,4017.677099996945,27998.128654970762
1788095232,100,,Aggregated,10.900000,0.800000,56,90,150,250,2700,3000,3500,4000,4000,4000,4000,180,15,56,545.023453889088,3.2663000019965693,4017.677099996945,26610.972222222223
1788095233,100,,Aggregated,11.600000,1.300000,57,95,170,250,2400,3000,3500,4000,4000,4000,4000,196,19,56,553.8571617348216,3.2663000019965693,4017.677099996945,30285.79591836735
1788095234,100,,Aggregated,11.800000,1.500000,59,100,170,300,2400,3000,3500,4000,4000,4000,4000,216,24,57,562.0246666665615,3.2663000019965693,4017.677099996945,37564.226851851854
1788095235,100,,Aggregated,12.300000,1.800000,59,110,160,1000,2400,2700,3500,4000,4000,4000,4000,225,26,59,562.3532239998328,3.2663000019965693,4017.677099996945,41144.84
1788095236,100,,Aggregated,13.700000,2.300000,63,110,160,300,2400,2700,3500,4000,4000,4000,4000,237,28,63,556.9983552741024,3.2663000019965693,4017.677099996945,43429.5611814346
1788095237,100,,Aggregated,13.100000,2.200000,63,110,160,1000,2400,2700,3500,4000,4000,4000,4000,255,32,63,557.1681435291847,3.2663000019965693,4017.677099996945,46883.61960784314
1788095238,100,,Aggregated,13.800000,2.400000,63,110,170,1000,2400,2700,3500,4000,4000,4000,4000,271,37,63,568.8743051659677,3.2663000019965693,4017.677099996945,48343.38007380074
1788095239,100,,Aggregated,14.300000,2.900000,62,110,160,1000,2400,2700,3500,4000,4000,4000,4000,291,42,62,557.1426917524581,3.2663000019965693,4017.677099996945,50349.87972508591
1788095240,100,,Aggregated,15.400000,3.100000,63,110,160,300,2400,2700,3500,3500,4000,4000,4000,306,44,62,547.5329290846727,3.2663000019965693,4017.677099996945,49939.69281045752
1788095241,100,,Aggregated,14.800000,3.500000,59,100,150,300,2300,2700,3500,3500,4000,4000,4000,318,47,57,542.2371352197963,3.2663000019965693,4017.677099996945,48409.67924528302
1788095242,100,,Aggregated,15.000000,3.500000,62,110,160,1000,2300,2700,3500,3500,4000,4000,4000,329,51,62,553.7944501516672,3.2663000019965693,4017.677099996945,51500.70212765958
1788095243,100,,Aggregated,15.100000,3.400000,62,110,160,1000,2300,2700,3500,3500,4000,4000,4000,339,54,62,559.1565209436079,3.2663000019965693,4017.677099996945,53030.70501474926
1788095244,100,,Aggregated,14.200000,3.300000,66,110,170,1000,2300,2700,3500,3500,4000,4000,4000,360,58,66,557.1736599997369,3.2663000019965693,4017.677099996945,55987.74166666667
1788095245,100,,Aggregated,14.100000,3.400000,68,110,170,1000,2300,2500,3500,3500,4000,4000,4000,378,62,66,557.5231116399183,3.2663000019965693,4017.677099996945,54989.98412698413
1788095246,100,,Aggregated,13.300000,3.200000,68,110,170,1000,2300,2400,3500,3500,4000,4000,4000,396,66,66,546.5593161611513,3.2663000019965693,4017.677099996945,55382.18434343435
1788095247,100,,Aggregated,14.900000,3.500000,66,110,170,1000,2300,2400,3000,3500,4000,4000,4000,410,68,66,540.8925004873109,3.2663000019965693,4017.677099996945,54039.480487804874
1788095248,100,,Aggregated,15.900000,3.800000,66,110,170,1000,2300,2400,3000,3500,4000,4000,4000,421,71,66,544.5172194770806,3.2663000019965693,4017.677099996945,53860.869358669835
1788095249,100,,Aggregated,15.200000,3.500000,64,110,170,250,2300,2400,3000,3500,4000,4000,4000,446,77,64,531.5087302686788,3.2663000019965693,4017.677099996945,53163.0
1788095250,100,,Aggregated,15.100000,3.500000,59,110,160,250,2300,2400,3000,3500,4000,4000,4000,472,83,57,524.48159449122,3.2663000019965693,4017.677099996945,50240.05508474576
1788095251,100,,Aggregated,15.100000,3.500000,57,100,160,250,2300,2400,3000,3500,4000,4000,4000,484,85,57,517.3741989666637,3.2663000019965693,4017.677099996945,48996.723140495866
1788095252,100,,Aggregated,16.300000,3.700000,55,100,150,210,2300,2400,3000,3500,4000,4000,4000,506,90,55,496.2004106716985,3.2663000019965693,4017.677099996945,46871.081027667984
1788095253,100,,Aggregated,16.700000,3.800000,51,95,150,200,2300,2400,3000,3500,4000,4000,4000,529,96,51,475.5000079393194,3.2663000019965693,4017.677099996945,44837.44423440454
1788095254,100,,Aggregated,17.300000,3.900000,48,90,140,190,2300,2400,3000,3500,4000,4000,4000,545,100,48,461.8075027521176,3.2002000079955906,4017.677099996945,43523.81651376147
1788095255,100,,Aggregated,18.400000,4.100000,45,86,130,180,2300,2400,3000,3500,4000,4000,4000,566,106,45,445.043194169467,3.2002000079955906,4017.677099996945,41912.38869257951
1788095256,100,,Aggregated,19.200000,4.300000,41,81,130,170,2300,2400,3000,3500,4000,4000,4000,592,113,41,426.0717501688182,3.2002000079955906,4017.677099996945,40075.68243243243
1788095257,100,,Aggregated,18.600000,4.300000,39,78,120,160,2300,2400,2700,3500,4000,4000,4000,607,117,39,415.7878004940924,3.2002000079955906,4017.677099996945,39087.61779242175
1788095258,100,,Aggregated,18.900000,4.500000,34,73,110,150,2300,2400,2700,3500,4000,4000,4000,641,127,34,394.72908736342805,3.2002000079955906,4017.677099996945,37019.673946957875
1788095259,100,,Aggregated,19.700000,4.800000,33,70,110,150,2300,2400,2700,3500,4000,4000,4000,664,134,33,381.4592408132476,3.2002000079955906,4017.677099996945,35740.552710843374
1788095260,100,,Aggregated,21.100000,5.300000,32,66,100,140,2300,2400,2700,3500,4000,4000,4000,688,140,31,368.7831665698087,3.2002000079955906,4017.677099996945,34497.25872093023
1788095261,100,,Aggregated,22.000000,5.800000,27,62,98,130,2300,2400,2700,3500,4000,4000,4000,713,147,27,356.2189833100083,3.2002000079955906,4017.677099996945,33290.903225806454
1788095262,100,,Aggregated,20.300000,5.400000,26,56,91,130,2300,2300,2700,3500,4000,4000,4000,744,157,25,341.8618810484732,3.2002000079955906,4017.677099996945,31907.61559139785
1788095263,100,,Aggregated,21.100000,5.700000,24,55,89,120,2300,2300,2700,3500,4000,4000,4000,759,161,24,335.3283366272421,3.2002000079955906,4017.677099996945,31278.848484848484
1788095264,100,,Aggregated,23.100000,6.400000,23,51,86,120,2300,2300,2700,3500,4000,4000,4000,782,166,23,326.0881938619914,3.2002000079955906,4017.677099996945,30361.9820971867
1788095265,100,,Aggregated,22.900000,6.500000,22,49,83,110,2300,2300,2700,3100,4000,4000,4000,807,173,22,316.63020520459565,3.2002000079955906,4017.677099996945,29424.49814126394
1788095266,100,,Aggregated,23.600000,6.600000,21,48,81,110,2300,2300,2700,3100,4000,4000,4000,821,176,21,311.40175018283094,3.2002000079955906,4017.677099996945,28924.309378806334
1788095267,100,,Aggregated,23.700000,6.600000,20,46,78,110,2300,2300,2700,3100,4000,4000,4000,844,182,20,303.2922631517765,3.2002000079955906,4017.677099996945,28138.594786729856
1788095268,100,,Aggregated,23.000000,6.400000,19,43,74,100,2300,2300,2700,3100,4000,4000,4000,875,191,19,293.36513634300456,3.2002000079955906,4017.677099996945,27145.053714285714
1788095269,100,,Aggregated,23.300000,6.500000,19,43,73,100,1300,2300,2700,3100,4000,4000,4000,885,192,19,290.2072412430639,2.856699997209944,4017.677099996945,26839.569491525424
1788095270,100,,Aggregated,23.500000,6.500000,17,40,71,98,1000,2300,2700,3000,4000,4000,4000,906,198,17,283.7503718544692,2.856699997209944,4017.677099996945,26219.59271523179
